GeneSetId,GeneCount,Chromosome,RangeStart,RangeEnd,TotalFragments,Duplicates,SupportingTrans,Unspliced,AltSJ,Chimeric,LowMapQual,ForwardStrand,ReverseStrand,Genes
chr17_706,3,chr17,42950526,42980528,0,0,0,0,0,0,0,0,0,AARSD1;PTGES3L-AARSD1;PTGES3L
chr1_526,1,chr1,32741830,32774970,0,0,0,0,0,0,0,0,0,KIAA1522
chr4_431,1,chr4,67612652,67701155,0,0,0,0,0,0,0,0,0,UBA6
chr5_291,2,chr5,55233934,55307694,0,0,0,0,0,0,0,0,0,CCNO-DT;DHX29
chr17_707,1,chr17,42980565,42995142,0,0,0,0,0,0,0,0,0,RUNDC1
chr1_527,2,chr1,32775237,32858875,0,0,0,0,0,0,0,0,0,YARS1;S100PBP
chr4_432,12,chr4,67701209,68129869,0,0,0,0,0,0,0,0,0,UBA6-DT;ST3GAL1P1;GNRHR;TMPRSS11CP;TMPRSS11D;TMPRSS11A;TMPRSS11GP;RNU6-95P;POLR2MP1;MTND2P41;TMPRSS11F;SYT14P1
chr5_292,4,chr5,55307989,55534969,0,0,0,0,0,0,0,0,0,MTREX;PLPP1;MIR5687;RNF138P1
chr17_708,1,chr17,42998273,43002959,0,0,0,0,0,0,0,0,0,RPL27
chr1_528,1,chr1,32862268,32872482,0,0,0,0,0,0,0,0,0,FNDC5
chr4_433,2,chr4,68182292,68217913,0,0,0,0,0,0,0,0,0,FTLP10;TMPRSS11BNL
chr5_293,1,chr5,55551885,55552554,0,0,0,0,0,0,0,0,0,AK4P2
chr17_709,1,chr17,43006740,43014456,0,0,0,0,0,0,0,0,0,IFI35
chr1_529,2,chr1,32885994,32901438,0,0,0,0,0,0,0,0,0,HPCA;TMEM54
chr4_434,1,chr4,68226653,68245694,0,0,0,0,0,0,0,0,0,TMPRSS11B
chr17_710,1,chr17,43014607,43025123,0,0,0,0,0,0,0,0,0,VAT1
chr5_294,3,chr5,55625845,55817157,0,0,0,0,0,0,0,0,0,SLC38A9;DDX4;RNA5SP183
chr1_530,1,chr1,32936445,32964809,0,0,0,0,0,0,0,0,0,RNF19B
chr4_435,1,chr4,68304343,68304939,0,0,0,0,0,0,0,0,0,APOOP4
chr17_711,1,chr17,43025231,43032041,0,0,0,0,0,0,0,0,0,RND2
chr5_295,1,chr5,55838801,55840025,0,0,0,0,0,0,0,0,0,HNRNPH1P3
chr1_531,1,chr1,33007986,33080996,0,0,0,0,0,0,0,0,0,AK2
chr4_436,1,chr4,68310387,68350090,0,0,0,0,0,0,0,0,0,YTHDC1
chr5_296,1,chr5,55851357,55922854,0,0,0,0,0,0,0,0,0,IL31RA
chr17_712,4,chr17,43044295,43170245,0,0,0,0,0,0,0,0,0,BRCA1;RPL21P4;NBR2;BRCA1P1
chr1_532,1,chr1,33081104,33123492,0,0,0,0,0,0,0,0,0,AZIN2
chr4_437,1,chr4,68376323,68376505,0,0,0,0,0,0,0,0,0,MT2P1
chr5_297,1,chr5,55935095,55995022,0,0,0,0,0,0,0,0,0,IL6ST
chr17_713,1,chr17,43170481,43211689,0,0,0,0,0,0,0,0,0,NBR1
chr4_438,1,chr4,68447463,68497604,0,0,0,0,0,0,0,0,0,TMPRSS11E
chr1_533,1,chr1,33145399,33182059,0,0,0,0,0,0,0,0,0,TRIM62
chr5_298,5,chr5,56099680,56233330,0,0,0,0,0,0,0,0,0,ANKRD55;RNU6-299P;RPL17P22;RNA5SP184;C1GALT1P2
chr17_714,3,chr17,43211835,43305397,0,0,0,0,0,0,0,0,0,TMEM106A;CCDC200;RNU2-1
chr4_439,1,chr4,68509441,68517647,0,0,0,0,0,0,0,0,0,UGT2B29P
chr1_534,1,chr1,33256492,33300719,0,0,0,0,0,0,0,0,0,ZNF362
chr5_299,1,chr5,56260333,56260446,0,0,0,0,0,0,0,0,0,RNA5SP185
chr17_715,2,chr17,43338741,43389226,0,0,0,0,0,0,0,0,0,LINC00910;RNU2-4P
chr4_440,1,chr4,68537173,68576413,0,0,0,0,0,0,0,0,0,UGT2B17
chr1_535,1,chr1,33306766,33321098,0,0,0,0,0,0,0,0,0,A3GALT2
chr5_300,1,chr5,56275304,56276630,0,0,0,0,0,0,0,0,0,PSMC1P4
chr17_716,1,chr17,43395993,43396091,0,0,0,0,0,0,0,0,0,RNU6-1137P
chr4_441,1,chr4,68646597,68670652,0,0,0,0,0,0,0,0,0,UGT2B15
chr1_536,4,chr1,33323623,33431095,0,0,0,0,0,0,0,0,0,PHC2;MIR3605;RN7SKP16;PHC2-AS1
chr5_301,1,chr5,56297564,56297689,0,0,0,0,0,0,0,0,0,RNU6ATAC2P
chr17_717,1,chr17,43398993,43401137,0,0,0,0,0,0,0,0,0,ARL4D
chr4_442,1,chr4,68815994,68832023,0,0,0,0,0,0,0,0,0,UGT2B10
chr1_537,1,chr1,33466249,33468954,0,0,0,0,0,0,0,0,0,TLR12P
chr5_302,1,chr5,56381781,56382075,0,0,0,0,0,0,0,0,0,HMGN1P17
chr17_718,1,chr17,43412427,43412530,0,0,0,0,0,0,0,0,0,RNU6-470P
chr4_443,1,chr4,68928463,68951804,0,0,0,0,0,0,0,0,0,UGT2A3
chr1_538,1,chr1,33472645,33501643,0,0,0,0,0,0,0,0,0,ZSCAN20
chr5_303,1,chr5,56451627,56481946,0,0,0,0,0,0,0,0,0,LINC01948
chr17_719,3,chr17,43444707,43451200,0,0,0,0,0,0,0,0,0,MIR2117HG;MIR2117;RNU6-406P
chr4_444,1,chr4,69004862,69020414,0,0,0,0,0,0,0,0,0,UGT2B27P
chr1_539,5,chr1,33513998,34165842,0,0,0,0,0,0,0,0,0,CSMD2;HSPD1P14;HMGB4;CSMD2-AS1;RNA5SP42
chr5_304,1,chr5,56504635,56505072,0,0,0,0,0,0,0,0,0,RPL26P19
chr17_720,1,chr17,43473585,43473690,0,0,0,0,0,0,0,0,0,RNU6-971P
chr4_445,1,chr4,69027831,69044578,0,0,0,0,0,0,0,0,0,UGT2B26P
chr5_305,1,chr5,56511567,56606232,0,0,0,0,0,0,0,0,0,C5orf67
chr1_540,1,chr1,34166883,34219131,0,0,0,0,0,0,0,0,0,C1orf94
chr17_721,2,chr17,43483865,43610338,0,0,0,0,0,0,0,0,0,DHX8;ETV4
chr4_446,1,chr4,69051363,69112987,0,0,0,0,0,0,0,0,0,UGT2B7
chr5_306,1,chr5,56815549,56896152,0,0,0,0,0,0,0,0,0,MAP3K1
chr1_541,1,chr1,34669599,34669694,0,0,0,0,0,0,0,0,0,MIR552
chr17_722,1,chr17,43640389,43661922,0,0,0,0,0,0,0,0,0,MEOX1
chr4_447,1,chr4,69199951,69214748,0,0,0,0,0,0,0,0,0,UGT2B11
chr5_307,2,chr5,56909260,56971675,0,0,0,0,0,0,0,0,0,SETD9;MIER3
chr1_542,5,chr1,34712737,34859755,0,0,0,0,0,0,0,0,0,SMIM12;GJB5;GJB4;GJB3;GJA4
chr17_723,1,chr17,43679341,43706709,0,0,0,0,0,0,0,0,0,LINC02594
chr4_448,1,chr4,69280475,69295050,0,0,0,0,0,0,0,0,0,UGT2B28
chr5_308,1,chr5,57173948,57264679,0,0,0,0,0,0,0,0,0,GPBP1
chr1_543,1,chr1,34865436,34929650,0,0,0,0,0,0,0,0,0,DLGAP3
chr17_724,1,chr17,43718314,43720436,0,0,0,0,0,0,0,0,0,WHSC1L2P
chr4_449,1,chr4,69389492,69402081,0,0,0,0,0,0,0,0,0,UGT2B25P
chr5_309,1,chr5,57422464,57424391,0,0,0,0,0,0,0,0,0,SALL4P1
chr1_544,1,chr1,34976470,34977395,0,0,0,0,0,0,0,0,0,GPR199P
chr17_725,1,chr17,43753738,43758791,0,0,0,0,0,0,0,0,0,SOST
chr4_450,1,chr4,69408828,69423164,0,0,0,0,0,0,0,0,0,UGT2B24P
chr5_310,1,chr5,57480018,57482811,0,0,0,0,0,0,0,0,0,ACTBL2
chr1_545,1,chr1,34981380,34985347,0,0,0,0,0,0,0,0,0,TMEM35B
chr17_726,1,chr17,43766125,43778977,0,0,0,0,0,0,0,0,0,DUSP3
chr4_451,2,chr4,69480165,69526014,0,0,0,0,0,0,0,0,0,UGT2B4;UGT2A3P7
chr5_311,1,chr5,57890327,57899162,0,0,0,0,0,0,0,0,0,LINC02225
chr1_546,1,chr1,34986165,35031945,0,0,0,0,0,0,0,0,0,ZMYM6
chr17_727,1,chr17,43780435,43787620,0,0,0,0,0,0,0,0,0,CFAP97D1
chr4_452,2,chr4,69588417,69653249,0,0,0,0,0,0,0,0,0,UGT2A2;UGT2A1
chr5_312,1,chr5,58107631,58122375,0,0,0,0,0,0,0,0,0,LINC02101
chr1_547,2,chr1,35032172,35115859,0,0,0,0,0,0,0,0,0,ZMYM1;RPL12P45
chr17_728,1,chr17,43800799,43833170,0,0,0,0,0,0,0,0,0,MPP3
chr4_453,1,chr4,69721167,69787961,0,0,0,0,0,0,0,0,0,SULT1B1
chr5_313,1,chr5,58161197,58161752,0,0,0,0,0,0,0,0,0,PGAM1P1
chr1_548,1,chr1,35122022,35122484,0,0,0,0,0,0,0,0,0,EFCAB14P1
chr17_729,1,chr17,43847148,43863639,0,0,0,0,0,0,0,0,0,CD300LG
chr4_454,1,chr4,69791872,69813888,0,0,0,0,0,0,0,0,0,SULT1D1P
chr5_314,1,chr5,58453982,58460139,0,0,0,0,0,0,0,0,0,PLK2
chr1_549,1,chr1,35176378,35193446,0,0,0,0,0,0,0,0,0,SFPQ
chr17_730,1,chr17,43875357,43909711,0,0,0,0,0,0,0,0,0,MPP2
chr4_455,1,chr4,69841212,69860145,0,0,0,0,0,0,0,0,0,SULT1E1
chr5_315,1,chr5,58491435,58497090,0,0,0,0,0,0,0,0,0,GAPT
chr17_731,1,chr17,43917194,43917985,0,0,0,0,0,0,0,0,0,FAM215A
chr1_550,6,chr1,35268709,35567274,0,0,0,0,0,0,0,0,0,ZMYM4;RN7SL503P;RPL5P4;ZMYM4-AS1;KIAA0319L;NCDN
chr4_456,1,chr4,69931068,69946574,0,0,0,0,0,0,0,0,0,CSN1S1
chr5_316,1,chr5,58530043,58530109,0,0,0,0,0,0,0,0,0,MIR548AE2
chr17_732,1,chr17,43938257,43938963,0,0,0,0,0,0,0,0,0,LINC01976
chr1_551,2,chr1,35569807,35595328,0,0,0,0,0,0,0,0,0,TFAP2E-AS1;TFAP2E
chr4_457,1,chr4,69955256,69965728,0,0,0,0,0,0,0,0,0,CSN2
chr5_317,1,chr5,58541567,58558243,0,0,0,0,0,0,0,0,0,LINC02108
chr17_733,1,chr17,43940804,43942476,0,0,0,0,0,0,0,0,0,PPY
chr1_552,1,chr1,35599541,35641526,0,0,0,0,0,0,0,0,0,PSMB2
chr4_458,1,chr4,69995966,70002570,0,0,0,0,0,0,0,0,0,STATH
chr5_318,2,chr5,58582221,58859394,0,0,0,0,0,0,0,0,0,RAB3C;RPL5P15
chr17_734,1,chr17,43952733,44004469,0,0,0,0,0,0,0,0,0,PYY
chr1_553,1,chr1,35713877,35718894,0,0,0,0,0,0,0,0,0,C1orf216
chr4_459,1,chr4,70028455,70036538,0,0,0,0,0,0,0,0,0,HTN3
chr5_319,6,chr5,58969038,60548813,0,0,0,0,0,0,0,0,0,PDE4D;NDUFB4P2;MIR582;RNU6-806P;SETP21;PART1
chr17_735,1,chr17,44004622,44009068,0,0,0,0,0,0,0,0,0,NAGS
chr1_554,1,chr1,35720218,35769978,0,0,0,0,0,0,0,0,0,CLSPN
chr4_460,1,chr4,70050438,70058848,0,0,0,0,0,0,0,0,0,HTN1
chr5_320,2,chr5,60596912,60700190,0,0,0,0,0,0,0,0,0,DEPDC1B;CAB39P1
chr17_736,1,chr17,44011188,44023946,0,0,0,0,0,0,0,0,0,TMEM101
chr1_555,1,chr1,35808016,35857890,0,0,0,0,0,0,0,0,0,AGO4
chr4_461,1,chr4,70069064,70071232,0,0,0,0,0,0,0,0,0,CSN1S2AP
chr5_321,1,chr5,60743563,60744970,0,0,0,0,0,0,0,0,0,KRT8P31
chr17_737,1,chr17,44034328,44067619,0,0,0,0,0,0,0,0,0,LSM12
chr4_462,1,chr4,70133616,70176799,0,0,0,0,0,0,0,0,0,PRR27
chr1_556,2,chr1,35869808,35930532,0,0,0,0,0,0,0,0,0,AGO1;CFAP97P1
chr5_322,1,chr5,60751791,60844274,0,0,0,0,0,0,0,0,0,ELOVL7
chr17_738,2,chr17,44070620,44123702,0,0,0,0,0,0,0,0,0,G6PC3;HDAC5
chr4_463,1,chr4,70195725,70204576,0,0,0,0,0,0,0,0,0,ODAM
chr1_557,1,chr1,35930718,36072500,0,0,0,0,0,0,0,0,0,AGO3
chr5_323,3,chr5,60866454,60945073,0,0,0,0,0,0,0,0,0,ERCC8;GNL3LP1;ERCC8-AS1
chr17_739,1,chr17,44135883,44135989,0,0,0,0,0,0,0,0,0,RNU6-131P
chr4_464,1,chr4,70226124,70235252,0,0,0,0,0,0,0,0,0,FDCSP
chr1_558,1,chr1,36084094,36088275,0,0,0,0,0,0,0,0,0,TEKT2
chr5_324,1,chr5,60945177,61154531,0,0,0,0,0,0,0,0,0,NDUFAF2
chr17_740,1,chr17,44141906,44162476,0,0,0,0,0,0,0,0,0,HROB
chr4_465,1,chr4,70238382,70251474,0,0,0,0,0,0,0,0,0,CSN3
chr1_559,1,chr1,36088892,36093932,0,0,0,0,0,0,0,0,0,ADPRS
chr5_325,3,chr5,61157704,61304811,0,0,0,0,0,0,0,0,0,SMIM15;SMIM15-AS1;LINC02057
chr17_741,2,chr17,44170447,44186723,0,0,0,0,0,0,0,0,0,ASB16;ASB16-AS1
chr4_466,1,chr4,70334981,70337116,0,0,0,0,0,0,0,0,0,CABS1
chr1_560,1,chr1,36095239,36125222,0,0,0,0,0,0,0,0,0,COL8A2
chr5_326,2,chr5,61332258,61546172,0,0,0,0,0,0,0,0,0,ZSWIM6;RPL3P6
chr17_742,5,chr17,44186970,44221626,0,0,0,0,0,0,0,0,0,TMUB2;ATXN7L3;ATXN7L3-AS1;UBTF;MIR6782
chr4_467,1,chr4,70360760,70367158,0,0,0,0,0,0,0,0,0,SMR3A
chr1_561,2,chr1,36136570,36180849,0,0,0,0,0,0,0,0,0,TRAPPC3;MAP7D1
chr5_327,3,chr5,61610424,61793401,0,0,0,0,0,0,0,0,0,C5orf64;RNU6-913P;C5orf64-AS1
chr17_743,1,chr17,44228760,44230228,0,0,0,0,0,0,0,0,0,SHC1P2
chr4_468,1,chr4,70370093,70390244,0,0,0,0,0,0,0,0,0,SMR3B
chr1_562,1,chr1,36191915,36192170,0,0,0,0,0,0,0,0,0,RN7SL131P
chr5_328,1,chr5,62146665,62146946,0,0,0,0,0,0,0,0,0,RN7SKP157
chr17_744,1,chr17,44248390,44268141,0,0,0,0,0,0,0,0,0,SLC4A1
chr4_469,1,chr4,70397931,70410195,0,0,0,0,0,0,0,0,0,OPRPN
chr1_563,2,chr1,36224432,36305357,0,0,0,0,0,0,0,0,0,THRAP3;UBE2V2P4
chr17_745,1,chr17,44290856,44291151,0,0,0,0,0,0,0,0,0,RN7SL507P
chr5_329,2,chr5,62306162,62403943,0,0,0,0,0,0,0,0,0,KIF2A;DIMT1
chr4_470,1,chr4,70430492,70482997,0,0,0,0,0,0,0,0,0,MUC7
chr1_564,2,chr1,36306368,36329340,0,0,0,0,0,0,0,0,0,SH3D21;EVA1B
chr17_746,3,chr17,44299574,44318670,0,0,0,0,0,0,0,0,0,RUNDC3A-AS1;RNU6-453P;RUNDC3A
chr5_330,5,chr5,62403972,62628582,0,0,0,0,0,0,0,0,0,IPO11;RNU6-661P;CKS1BP3;RPL35AP14;LRRC70
chr4_471,1,chr4,70518569,70532743,0,0,0,0,0,0,0,0,0,AMTN
chr1_565,1,chr1,36339624,36385924,0,0,0,0,0,0,0,0,0,STK40
chr17_747,1,chr17,44319625,44324870,0,0,0,0,0,0,0,0,0,SLC25A39
chr5_331,1,chr5,62776877,62777263,0,0,0,0,0,0,0,0,0,ISCA1P1
chr4_472,1,chr4,70592256,70607288,0,0,0,0,0,0,0,0,0,AMBN
chr1_566,1,chr1,36391238,36397908,0,0,0,0,0,0,0,0,0,LSM10
chr17_748,1,chr17,44345246,44353106,0,0,0,0,0,0,0,0,0,GRN
chr5_332,1,chr5,63957874,63962507,0,0,0,0,0,0,0,0,0,HTR1A
chr4_473,1,chr4,70628744,70646824,0,0,0,0,0,0,0,0,0,ENAM
chr1_567,1,chr1,36402721,36402859,0,0,0,0,0,0,0,0,0,RNU4-27P
chr17_749,1,chr17,44353215,44363853,0,0,0,0,0,0,0,0,0,FAM171A2
chr5_333,1,chr5,64165843,64372869,0,0,0,0,0,0,0,0,0,RNF180
chr4_474,1,chr4,70655541,70681817,0,0,0,0,0,0,0,0,0,JCHAIN
chr1_568,2,chr1,36415827,36450451,0,0,0,0,0,0,0,0,0,OSCP1;SNORA63C
chr17_750,1,chr17,44365014,44365751,0,0,0,0,0,0,0,0,0,RPL7L1P5
chr5_334,1,chr5,64404512,64486615,0,0,0,0,0,0,0,0,0,NT5ELP
chr4_475,1,chr4,70688532,70690551,0,0,0,0,0,0,0,0,0,UTP3
chr1_569,1,chr1,36455718,36464384,0,0,0,0,0,0,0,0,0,MRPS15
chr5_335,3,chr5,64506015,64612319,0,0,0,0,0,0,0,0,0,RGS7BP;RN7SL169P;RNU6-294P
chr17_751,1,chr17,44372180,44389649,0,0,0,0,0,0,0,0,0,ITGA2B
chr4_476,1,chr4,70701755,70701858,0,0,0,0,0,0,0,0,0,RNU6-520P
chr1_570,1,chr1,36466043,36483278,0,0,0,0,0,0,0,0,0,CSF3R
chr5_336,1,chr5,64674853,64675387,0,0,0,0,0,0,0,0,0,MRPL49P1
chr17_752,2,chr17,44395281,44503430,0,0,0,0,0,0,0,0,0,GPATCH8;RN7SL258P
chr4_477,1,chr4,70703018,70703123,0,0,0,0,0,0,0,0,0,RNU6-784P
chr1_571,1,chr1,36630335,36630857,0,0,0,0,0,0,0,0,0,FTLP18
chr17_753,1,chr17,44557484,44561262,0,0,0,0,0,0,0,0,0,FZD2
chr5_337,3,chr5,64690442,65102412,0,0,0,0,0,0,0,0,0,SHISAL2B;SREK1IP1;CWC27
chr4_478,1,chr4,70704204,70808619,0,0,0,0,0,0,0,0,0,RUFY3
chr1_572,1,chr1,36795527,37034515,0,0,0,0,0,0,0,0,0,GRIK3
chr17_754,1,chr17,44645411,44645587,0,0,0,0,0,0,0,0,0,SMCO4P1
chr5_338,2,chr5,65148738,65481920,0,0,0,0,0,0,0,0,0,ADAMTS6;RPEP1
chr4_479,1,chr4,70815783,70839897,0,0,0,0,0,0,0,0,0,GRSF1
chr1_573,1,chr1,37161563,37161634,0,0,0,0,0,0,0,0,0,MIR4255
chr17_755,1,chr17,44646364,44650349,0,0,0,0,0,0,0,0,0,LINC01180
chr5_339,1,chr5,65517766,65563168,0,0,0,0,0,0,0,0,0,CENPK
chr4_480,1,chr4,70852130,70852240,0,0,0,0,0,0,0,0,0,RNU6-891P
chr1_574,1,chr1,37203610,37203716,0,0,0,0,0,0,0,0,0,RNU6-636P
chr17_756,2,chr17,44656404,44690308,0,0,0,0,0,0,0,0,0,MEIOC;CCDC43
chr5_340,1,chr5,65563236,65587549,0,0,0,0,0,0,0,0,0,PPWD1
chr4_481,2,chr4,70902326,71030914,0,0,0,0,0,0,0,0,0,MOB1B;DCK
chr1_575,1,chr1,37264677,37264786,0,0,0,0,0,0,0,0,0,RNA5SP43
chr17_757,2,chr17,44708608,44752264,0,0,0,0,0,0,0,0,0,DBF4B;RN7SL819P
chr5_341,6,chr5,65589690,65871725,0,0,0,0,0,0,0,0,0,TRIM23;RNU6-540P;TRAPPC13;SHLD3;SGTB;NLN
chr4_482,2,chr4,71062667,71572087,0,0,0,0,0,0,0,0,0,SLC4A4;LDHAL6EP
chr1_576,1,chr1,37330852,37330996,0,0,0,0,0,0,0,0,0,RPS29P6
chr17_758,1,chr17,44758988,44781846,0,0,0,0,0,0,0,0,0,ADAM11
chr5_342,2,chr5,65883128,66082546,0,0,0,0,0,0,0,0,0,ERBIN;ERBIN-DT
chr4_483,2,chr4,71741696,71804041,0,0,0,0,0,0,0,0,0,GC;RNA5SP163
chr1_577,1,chr1,37350934,37474432,0,0,0,0,0,0,0,0,0,LINC01137
chr17_759,1,chr17,44798448,44830816,0,0,0,0,0,0,0,0,0,GJC1
chr4_484,1,chr4,72031902,72148305,0,0,0,0,0,0,0,0,0,NPFFR2
chr5_343,1,chr5,66139971,66183615,0,0,0,0,0,0,0,0,0,SREK1
chr1_578,2,chr1,37474580,37484377,0,0,0,0,0,0,0,0,0,ZC3H12A;MIR6732
chr17_760,6,chr17,44846353,44916937,0,0,0,0,0,0,0,0,0,HIGD1B;EFTUD2;RN7SL405P;CCDC103;GFAP;FAM187A
chr4_485,1,chr4,72280969,72569221,0,0,0,0,0,0,0,0,0,ADAMTS3
chr5_344,1,chr5,66205120,66209893,0,0,0,0,0,0,0,0,0,LINC02065
chr1_579,2,chr1,37489993,37514766,0,0,0,0,0,0,0,0,0,MEAF6;MIR5581
chr17_761,2,chr17,44924709,44947773,0,0,0,0,0,0,0,0,0,KIF18B;MIR6783
chr4_486,1,chr4,72807267,72808192,0,0,0,0,0,0,0,0,0,HNRNPA1P67
chr5_345,1,chr5,66507380,66511644,0,0,0,0,0,0,0,0,0,LINC02229
chr1_580,2,chr1,37534449,37554293,0,0,0,0,0,0,0,0,0,SNIP1;FTH1P1
chr17_762,1,chr17,44947912,44948939,0,0,0,0,0,0,0,0,0,KIF18B-DT
chr4_487,1,chr4,72965178,72965303,0,0,0,0,0,0,0,0,0,RNU4ATAC9P
chr5_346,1,chr5,66572057,66572546,0,0,0,0,0,0,0,0,0,PPIAP78
chr1_581,2,chr1,37556919,37595937,0,0,0,0,0,0,0,0,0,DNALI1;GNL2
chr4_488,1,chr4,73026748,73026873,0,0,0,0,0,0,0,0,0,RNU6ATAC5P
chr5_347,3,chr5,66596380,67169593,0,0,0,0,0,0,0,0,0,MAST4;MAST4-IT1;MAST4-AS1
chr17_763,6,chr17,44957992,45144181,0,0,0,0,0,0,0,0,0,NMT1;C1QL1;DCAKD;PLCD3;MIR6784;ACBD4
chr1_582,1,chr1,37611350,37634892,0,0,0,0,0,0,0,0,0,RSPO1
chr4_489,1,chr4,73052362,73069755,0,0,0,0,0,0,0,0,0,COX18
chr5_348,1,chr5,67179613,67196799,0,0,0,0,0,0,0,0,0,CD180
chr17_764,1,chr17,45148475,45152099,0,0,0,0,0,0,0,0,0,HEXIM1
chr1_583,1,chr1,37681570,37692249,0,0,0,0,0,0,0,0,0,C1orf109
chr4_490,2,chr4,73073376,73258798,0,0,0,0,0,0,0,0,0,ANKRD17;HMGA1P2
chr5_349,2,chr5,67632266,67646789,0,0,0,0,0,0,0,0,0,LINC02242;BCL9P1
chr17_765,1,chr17,45160700,45170040,0,0,0,0,0,0,0,0,0,HEXIM2
chr1_584,1,chr1,37692481,37709719,0,0,0,0,0,0,0,0,0,CDCA8
chr4_491,1,chr4,73259209,73317953,0,0,0,0,0,0,0,0,0,ANKRD17-DT
chr5_350,1,chr5,68159061,68159146,0,0,0,0,0,0,0,0,0,RNU6-1232P
chr17_766,2,chr17,45190931,45247319,0,0,0,0,0,0,0,0,0,FMNL1-DT;FMNL1
chr1_585,1,chr1,37713880,37765133,0,0,0,0,0,0,0,0,0,EPHA10
chr4_492,1,chr4,73397114,73421482,0,0,0,0,0,0,0,0,0,ALB
chr5_351,1,chr5,68159218,68159893,0,0,0,0,0,0,0,0,0,EEF1B2P2
chr17_767,4,chr17,45247381,45317029,0,0,0,0,0,0,0,0,0,EFCAB15P;MAP3K14-AS1;SPATA32;MAP3K14
chr1_586,1,chr1,37776670,37779418,0,0,0,0,0,0,0,0,0,ACTN4P2
chr4_493,1,chr4,73431138,73456174,0,0,0,0,0,0,0,0,0,AFP
chr5_352,1,chr5,68189876,68198407,0,0,0,0,0,0,0,0,0,LINC02219
chr17_768,1,chr17,45327366,45327497,0,0,0,0,0,0,0,0,0,RNA5SP443
chr1_587,1,chr1,37793847,37801137,0,0,0,0,0,0,0,0,0,MANEAL
chr4_494,1,chr4,73481745,73504001,0,0,0,0,0,0,0,0,0,AFM
chr5_353,1,chr5,68215740,68301821,0,0,0,0,0,0,0,0,0,PIK3R1
chr17_769,1,chr17,45393902,45434421,0,0,0,0,0,0,0,0,0,ARHGAP27
chr1_588,2,chr1,37802945,37809454,0,0,0,0,0,0,0,0,0,YRDC;C1orf122
chr4_495,1,chr4,73508803,73534128,0,0,0,0,0,0,0,0,0,LINC02499
chr5_354,1,chr5,68854910,68855085,0,0,0,0,0,0,0,0,0,VWA8P1
chr17_770,2,chr17,45435900,45490758,0,0,0,0,0,0,0,0,0,PLEKHM1;MIR4315-1
chr1_589,1,chr1,37809574,37859592,0,0,0,0,0,0,0,0,0,MTF1
chr4_496,1,chr4,73571550,73620631,0,0,0,0,0,0,0,0,0,RASSF6
chr5_355,2,chr5,68970439,69030165,0,0,0,0,0,0,0,0,0,RN7SKP251;LINC02198
chr17_771,1,chr17,45508109,45550335,0,0,0,0,0,0,0,0,0,LRRC37A4P
chr5_356,1,chr5,69068925,69069200,0,0,0,0,0,0,0,0,0,SUMO2P4
chr4_497,1,chr4,73710302,73714527,0,0,0,0,0,0,0,0,0,UMLILO
chr1_590,2,chr1,37860697,37947053,0,0,0,0,0,0,0,0,0,INPP5B;RNU6-584P
chr17_772,1,chr17,45553710,45559070,0,0,0,0,0,0,0,0,0,RDM1P1
chr5_357,1,chr5,69093991,69131069,0,0,0,0,0,0,0,0,0,SLC30A5
chr4_498,1,chr4,73740519,73743716,0,0,0,0,0,0,0,0,0,CXCL8
chr17_773,1,chr17,45585871,45586929,0,0,0,0,0,0,0,0,0,DND1P1
chr1_591,1,chr1,37956975,37990075,0,0,0,0,0,0,0,0,0,SF3A3
chr5_358,1,chr5,69160808,69160939,0,0,0,0,0,0,0,0,0,SNORA50D
chr17_774,1,chr17,45600869,45602340,0,0,0,0,0,0,0,0,0,MAPK8IP1P2
chr4_499,2,chr4,73836640,73849064,0,0,0,0,0,0,0,0,0,CXCL6;PPBPP1
chr1_592,1,chr1,37991462,37991569,0,0,0,0,0,0,0,0,0,RNU6-510P
chr5_359,1,chr5,69167135,69178245,0,0,0,0,0,0,0,0,0,CCNB1
chr17_775,1,chr17,45608571,45608918,0,0,0,0,0,0,0,0,0,RPS26P8
chr4_500,1,chr4,73853296,73854483,0,0,0,0,0,0,0,0,0,PF4V1
chr1_593,1,chr1,37996770,38005606,0,0,0,0,0,0,0,0,0,FHL3
chr5_360,1,chr5,69189574,69210357,0,0,0,0,0,0,0,0,0,CENPH
chr4_501,1,chr4,73869393,73871308,0,0,0,0,0,0,0,0,0,CXCL1
chr17_776,8,chr17,45620344,46028334,0,0,0,0,0,0,0,0,0,LINC02210-CRHR1;LINC02210;CRHR1;MAPT-AS1;SPPL2C;MAPT;MAPT-IT1;STH
chr1_594,1,chr1,38009258,38024820,0,0,0,0,0,0,0,0,0,UTP11
chr5_361,1,chr5,69217760,69230158,0,0,0,0,0,0,0,0,0,MRPS36
chr4_502,1,chr4,73938604,73939558,0,0,0,0,0,0,0,0,0,HNRNPA1P55
chr17_777,2,chr17,46029916,46225389,0,0,0,0,0,0,0,0,0,KANSL1;KANSL1-AS1
chr1_595,1,chr1,38043829,38046793,0,0,0,0,0,0,0,0,0,POU3F1
chr5_362,1,chr5,69234795,69277430,0,0,0,0,0,0,0,0,0,CDK7
chr4_503,1,chr4,73944011,73944324,0,0,0,0,0,0,0,0,0,CXCL1P1
chr17_778,1,chr17,46243606,46245044,0,0,0,0,0,0,0,0,0,MAPK8IP1P1
